_unit_id,_created_at,_id,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,how_many_people_can_you_see_in_the_image,the_difficulty_of_this_task_is,id,image_url
575325145,10/19/2014 01:28:29,1435197709,10/19/2014 01:24:46,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 01:39:27,1435205849,10/19/2014 01:37:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,16,Hard,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 01:53:08,1435216208,10/19/2014 01:50:52,false,elite,0.7814,28276268,USA,IL,Chicago,75.118.177.249,12,Normal,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 02:00:23,1435222409,10/19/2014 01:59:44,false,instagc,0.2152,21319315,USA,PA,Lebanon,50.164.80.73,20,Easy,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 02:11:40,1435232322,10/19/2014 02:10:17,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,10,Normal,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 02:20:41,1435238900,10/19/2014 02:19:31,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,25,Easy,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325145,10/19/2014 02:40:17,1435252885,10/19/2014 02:38:52,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,20,Hard,count12,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194317.jpg
575325146,10/19/2014 00:35:09,1435156969,10/19/2014 00:24:12,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,16,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 00:59:17,1435173722,10/19/2014 00:58:25,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 01:09:24,1435182641,10/19/2014 01:07:30,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,16,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 01:24:46,1435194523,10/19/2014 01:23:35,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 01:37:22,1435204363,10/19/2014 01:35:43,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,13,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 02:17:02,1435236038,10/19/2014 02:15:54,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 02:18:51,1435237574,10/19/2014 02:16:54,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,10,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 02:44:14,1435255525,10/19/2014 02:40:18,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,20,Hard,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 02:49:12,1435259005,10/19/2014 02:48:08,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,16,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325146,10/19/2014 03:01:55,1435267612,10/19/2014 02:59:48,false,instagc,0.5076,18386513,USA,TN,Knoxville,98.70.105.203,15,Normal,count13,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194436.jpg
575325147,10/19/2014 00:20:07,1435147943,10/19/2014 00:16:28,false,elite,0.9333,26090878,USA,CT,Litchfield,69.123.110.189,19,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:04:00,1435177497,10/19/2014 01:02:06,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:04:16,1435177731,10/19/2014 00:51:00,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:09:16,1435182552,10/19/2014 01:07:52,false,clixsense,0.775,11106820,USA,MA,Taunton,108.49.222.138,20,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:15:12,1435187469,10/19/2014 01:14:34,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,18,Hard,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:20:59,1435191780,10/19/2014 01:19:35,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,18,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:25:56,1435195574,10/19/2014 01:23:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,18,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 01:28:56,1435197963,10/19/2014 01:28:32,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,23,Easy,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 02:14:29,1435234277,10/19/2014 02:11:41,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,18,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325147,10/19/2014 02:15:11,1435234716,10/19/2014 02:11:55,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,10,Normal,count14,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194631.jpg
575325148,10/19/2014 00:39:44,1435160112,10/19/2014 00:37:20,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Easy,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 00:59:17,1435173725,10/19/2014 00:58:25,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,8,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 01:09:24,1435182644,10/19/2014 01:07:30,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,17,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 01:17:12,1435188843,10/19/2014 01:16:37,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,16,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 01:20:30,1435191431,10/19/2014 01:18:07,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,15,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 01:39:27,1435205844,10/19/2014 01:37:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,15,Hard,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 02:00:32,1435222554,10/19/2014 01:56:42,false,fusioncash,0.4119,19291730,USA,NC,Hickory,97.89.113.70,19,Hard,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 02:08:32,1435230093,10/19/2014 02:06:45,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 02:20:41,1435238902,10/19/2014 02:19:31,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,25,Easy,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325148,10/19/2014 02:24:24,1435241726,10/19/2014 02:22:27,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,20,Normal,count15,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194637.jpg
575325149,10/19/2014 01:04:16,1435177728,10/19/2014 00:51:00,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,18,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:05:25,1435178831,10/19/2014 01:04:42,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:05:39,1435179087,10/19/2014 01:03:22,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,17,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:13:30,1435186076,10/19/2014 01:11:05,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,16,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:23:35,1435193642,10/19/2014 01:23:07,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,23,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:39:27,1435205869,10/19/2014 01:37:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,15,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 01:43:08,1435208875,10/19/2014 01:39:56,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 02:00:23,1435222407,10/19/2014 01:59:44,false,instagc,0.2152,21319315,USA,PA,Lebanon,50.164.80.73,25,Easy,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 02:17:56,1435236759,10/19/2014 02:17:04,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,15,Easy,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325149,10/19/2014 02:40:17,1435252889,10/19/2014 02:38:52,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,23,Normal,count16,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194641.jpg
575325150,10/19/2014 00:35:09,1435156964,10/19/2014 00:24:12,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,16,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 01:04:00,1435177499,10/19/2014 01:02:06,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 01:10:44,1435183789,10/19/2014 01:09:26,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,16,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 01:15:12,1435187463,10/19/2014 01:14:34,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,26,Hard,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 01:15:14,1435187489,10/19/2014 01:13:24,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,16,Easy,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 01:51:48,1435215331,10/19/2014 01:44:10,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,15,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 02:05:23,1435227478,10/19/2014 01:48:12,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,10,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 02:15:51,1435235224,10/19/2014 02:14:59,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 02:18:35,1435237343,10/19/2014 02:16:45,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,20,Normal,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325150,10/19/2014 02:51:21,1435260475,10/19/2014 02:50:30,false,gifthulk,0.5042,30142697,USA,FL,Jacksonville,24.129.68.254,15,Easy,count17,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_194844.jpg
575325151,10/19/2014 01:04:00,1435177494,10/19/2014 01:02:06,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:07:27,1435180797,10/19/2014 01:05:40,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,17,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:09:16,1435182548,10/19/2014 01:07:52,false,clixsense,0.775,11106820,USA,MA,Taunton,108.49.222.138,20,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:14:33,1435186831,10/19/2014 01:13:31,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,24,Hard,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:20:30,1435191424,10/19/2014 01:18:07,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:27:08,1435196730,10/19/2014 01:20:18,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,18,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:34:18,1435202068,10/19/2014 01:31:16,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,14,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:43:08,1435208873,10/19/2014 01:39:56,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,20,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 01:56:41,1435218961,10/19/2014 01:51:53,false,fusioncash,0.4119,19291730,USA,NC,Hickory,97.89.113.70,21,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325151,10/19/2014 02:46:27,1435257009,10/19/2014 02:44:59,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,18,Normal,count18,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195019.jpg
575325152,10/19/2014 00:21:03,1435148512,10/19/2014 00:20:09,false,elite,0.9333,26090878,USA,CT,Litchfield,69.123.110.189,16,Easy,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 00:35:09,1435156966,10/19/2014 00:24:12,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Easy,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:07:13,1435180543,10/19/2014 01:05:26,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,14,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:16:29,1435188354,10/19/2014 01:15:14,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,17,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:18:05,1435189461,10/19/2014 01:17:14,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,25,Hard,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:23:45,1435193868,10/19/2014 01:22:17,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,17,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:34:18,1435202065,10/19/2014 01:31:16,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,15,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 01:56:41,1435218962,10/19/2014 01:51:53,false,fusioncash,0.4119,19291730,USA,NC,Hickory,97.89.113.70,19,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 02:11:40,1435232316,10/19/2014 02:10:17,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325152,10/19/2014 02:16:44,1435235847,10/19/2014 02:14:30,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,20,Normal,count19,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195026.jpg
575325153,10/19/2014 00:23:16,1435149857,10/19/2014 00:21:31,false,zoombucks,0.9,5919735,USA,PA,Lansdale,96.245.83.248,18,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 00:35:09,1435156963,10/19/2014 00:24:12,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Easy,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 01:00:18,1435174514,10/19/2014 00:59:19,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 01:19:33,1435190642,10/19/2014 01:18:10,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,21,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 01:25:56,1435195569,10/19/2014 01:23:25,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,16,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 01:28:56,1435197960,10/19/2014 01:28:32,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 01:56:41,1435218960,10/19/2014 01:51:53,false,fusioncash,0.4119,19291730,USA,NC,Hickory,97.89.113.70,22,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 02:10:14,1435231320,10/19/2014 02:08:36,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 02:17:02,1435236042,10/19/2014 02:15:54,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325153,10/19/2014 02:22:24,1435240280,10/19/2014 02:18:37,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,21,Easy,count20,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195152.jpg
575325154,10/19/2014 01:00:18,1435174501,10/19/2014 00:59:19,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,10,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:04:42,1435178067,10/19/2014 01:02:16,false,sendearnings,0.6667,2037537,USA,CA,Temecula,76.168.153.172,25,Easy,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:10:44,1435183787,10/19/2014 01:09:26,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,20,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:16:37,1435188411,10/19/2014 01:15:13,false,coinworker,0.3733,23778084,USA,PA,State College,71.207.23.37,28,Hard,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:23:07,1435193216,10/19/2014 01:21:51,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,23,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:27:08,1435196720,10/19/2014 01:20:18,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,21,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:35:41,1435203055,10/19/2014 01:34:19,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,18,Hard,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 01:45:39,1435210850,10/19/2014 01:43:12,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 02:00:32,1435222553,10/19/2014 01:56:42,false,fusioncash,0.4119,19291730,USA,NC,Hickory,97.89.113.70,18,Hard,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325154,10/19/2014 02:18:35,1435237345,10/19/2014 02:16:45,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,25,Normal,count21,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195225.jpg
575325155,10/19/2014 00:13:26,1435143952,10/19/2014 00:08:52,false,instagc,1.0,19838540,USA,AL,Mobile,68.63.67.24,20,Hard,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:00:18,1435174508,10/19/2014 00:59:19,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:12:20,1435185136,10/19/2014 01:06:11,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,17,Easy,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:22:16,1435192686,10/19/2014 01:20:59,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,19,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:29:18,1435198178,10/19/2014 01:28:58,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,21,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:44:37,1435210005,10/19/2014 01:43:50,false,instagc,0.2152,21319315,USA,PA,Lebanon,50.164.80.73,20,Easy,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 01:51:48,1435215332,10/19/2014 01:44:10,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,16,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 02:18:51,1435237577,10/19/2014 02:16:54,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,20,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 02:19:28,1435238049,10/19/2014 02:17:59,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,20,Easy,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325155,10/19/2014 02:46:27,1435257005,10/19/2014 02:44:59,false,instagc,0.5393,13763729,USA,NC,Apex,75.182.89.225,23,Normal,count22,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195237.jpg
575325156,10/19/2014 00:50:55,1435167734,10/19/2014 00:39:50,false,points4rewards,0.6165,20113482,USA,"","",72.168.128.206,18,Easy,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 00:57:32,1435172254,10/19/2014 00:55:26,false,instagc,0.7458,18699329,USA,MA,Bridgewater,96.237.198.161,15,Normal,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 01:16:33,1435188378,10/19/2014 01:15:04,false,instagc,0.7344,29549959,USA,MT,Missoula,69.145.152.230,17,Normal,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 01:29:39,1435198517,10/19/2014 01:29:20,false,instagc,0.6597,18871611,USA,IN,Noblesville,73.176.62.236,22,Normal,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 01:43:08,1435208871,10/19/2014 01:39:56,false,instagc,0.6824,19828154,USA,TX,Belton,99.197.147.39,15,Normal,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 01:51:48,1435215336,10/19/2014 01:44:10,false,clixsense,0.6637,8108990,USA,WA,Bothell,50.46.244.34,17,Normal,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
575325156,10/19/2014 02:14:58,1435234566,10/19/2014 02:13:40,false,surveymad,0.2204,12840726,USA,NC,Indian Trail,98.23.87.173,15,Easy,count23,https://dl.dropboxusercontent.com/u/82816032/test_gym/gym_count/20141017_195312.jpg
